source,source_id,annotator,annotation_id,annotation_date,annotation_info_url,recording_url,recording_info_url,time_start,time_end,freq_low,freq_high,species,type,lat,lon,alt,effort,contact,additional
,,,,,,,,,,,,,,,,,,,
